id,response,type,length,num_sentence,num_word,words_cut
158,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想探討報紙報導風格的不同。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 藉由常用詞彙、句長、標點、虛字等分析方法，了解四大報頭條標題及內文的用字風格。
- 探討風格的不同是否因為報紙的立場及題材不同所導致。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 比較四大報頭條標題及內文的用字風格，並進行分析。
- 使用Jaccard指標和Yue指標將同時期報導和四大報分類。
- 統計及機器學習模型進行分析及區隔。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,341,15,134,研究動機 媒體 同一 主題 報導 經常 明顯 差異 想 探討 報紙 報導 風格 不同 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 藉 常用 詞彙 句長 標點 虛字 分析方法 瞭解 四大報 頭條 標題 內文 用字 風格 探討 風格 不同 是否 因為 報紙 立場 題材 不同 導致 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 比較 四大報 頭條 標題 內文 用字 風格 進行 分析 使用 Jaccard 指標 Yue 指標 將同 時期 報導 四大報 分類 統計 機器 學習 模型 進行 分析 區隔 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
159,"研究動機：
- 媒體對同一主題報導經常存在明顯差異，本研究希望探討此現象背後的原因，並比較臺灣四大報之間的報導風格差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等變數，探討報紙報導風格的差異，並進一步了解不同媒體報導風格背後的原因。
- 避免報紙立場及題材造成的干擾，本研究選取每天頭版頭條新聞作為研究對象，並資料期間為2012年至2018年。

研究方法：
- 以Jaccard指標及Yue指標比較四大報頭條標題的相似度。
- 分析《自由時報》、《蘋果日報》頭條內文的用字風格，包括常用詞彙、句長、標點、虛字等，並以這些變數作為解釋變數，探討不同報紙報導風格的差異。
- 使用統計及機器學習模型分析資料，並評估模型的區隔準確度，以確認不同報紙的報導風格之間的差異。

研究結果：
- 四大報頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,402,14,159,研究動機 媒體 同一 主題 報導 經常 存在 明顯 差異 研究 希望 探討 現象 背後 原因 比較 臺灣 四大報 之間 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 變數 探討 報紙 報導 風格 差異 進一步 瞭解 不同 媒體 報導 風格 背後 原因 避免 報紙 立場 題材 造成 幹擾 研究 選取 每天 頭版頭條 新聞 作為 研究 對象 資料 期間 為 2012 年 2018 年 研究方法 Jaccard 指標 Yue 指標 比較 四大報 頭條 標題 相似 度 分析 自由時報 蘋果日報 頭條 內文 用字 風格 包括 常用 詞彙 句長 標點 虛字 變數 作為 解釋 變數 探討 不同 報紙 報導 風格 差異 使用 統計 機器 學習 模型 分析 資料 評估 模型 區隔 準確度 確認 不同 報紙 報導 風格 之間 差異 研究結果 四大報 頭條 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
160,"研究動機：
媒體對同一主題的報導經常有明顯差異，本研究希望探究不同報紙的報導風格。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，以頭版頭條新聞作為比較標準，著重分析常用詞彙、句長、標點、虛字等面向的差異。

研究方法：
選取每天頭版頭條新聞，資料期間為2012年至2018年，比較不同報紙的報導風格，分析常用詞彙、句長、標點、虛字等文本特徵，使用Jaccard指標和Yue指標將同時期報導或四大報分群，進行統計分析和機器學習模型訓練。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",none,333,10,133,研究動機 媒體 同一 主題 報導 經常 明顯 差異 研究 希望 探究 不同 報紙 報導 風格 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 頭版頭條 新聞 作為 比較 標準 著重 分析 常用 詞彙 句長 標點 虛字 面向 差異 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 比較 不同 報紙 報導 風格 分析 常用 詞彙 句長 標點 虛字 文本 特徵 使用 Jaccard 指標 Yue 指標 將同 時期 報導 四大報 分 羣 進行 統計 分析 機器 學習 模型 訓練 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
161,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，希望探討臺灣四大報的報導風格。

研究目的：
- 比較臺灣四大報（《蘋果日報》、《自由時報》、《聯合報》、《中國時報》）的報導風格。
- 避免報紙立場及題材造成的干擾，以每天頭版頭條新聞為資料，分析常用詞彙、句長、標點、虛字等。

研究方法：
- 以臺灣四大報為研究對象進行報導風格比較。
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等，並利用Jaccard指標和Yue指標進行分析。
- 擬定統計模型和機器學習模型，以能夠代表兩報的常見詞彙為解釋變數進行統計分析和預測區隔報紙。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,371,14,149,研究動機 媒體 同一 主題 報導 經常 明顯 差異 希望 探討 臺灣 四大報 報導 風格 研究目的 比較 臺灣 四大報 （ 蘋果日報 自由時報 聯合報 中國時報 ） 報導 風格 避免 報紙 立場 題材 造成 幹擾 每天 頭版頭條 新聞 為 資料 分析 常用 詞彙 句長 標點 虛字 研究方法 臺灣 四大報 為 研究 對象 進行 報導 風格 比較 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 利用 Jaccard 指標 Yue 指標 進行 分析 擬定 統計 模型 機器 學習 模型 能夠 代表 兩報 常見 詞彙 為 解釋 變數 進行 統計 分析 預測 區隔 報紙 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
162,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，希望探討報紙報導風格的不同之處。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討四大報報導標題、內文的用字風格是否相同。
- 分析報導風格對頭條標題與內文詞彙的差異，進而區分不同報紙的報導風格。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等方面的差異來比較報導風格。
- 使用Jaccard指標和Yue指標，區分頭條標題的報導放在同一群或分成不同群。
- 以能夠代表不同報紙風格的常見詞彙為解釋變數，使用統計及機器學習模型區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 使用統計及機器學習模型可以準確地區隔《自由時報》或《蘋果日報》。",point,388,15,152,研究動機 媒體 同一 主題 報導 經常 明顯 差異 希望 探討 報紙 報導 風格 不同 處 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探討 四大報 報導 標題 內文 用字 風格 是否 相同 分析 報導 風格 頭條 標題 內文 詞彙 差異 區分 不同 報紙 報導 風格 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 方面 差異 比較 報導 風格 使用 Jaccard 指標 Yue 指標 區分 頭條 標題 報導 放在 一羣 分成 不同 羣 能夠 代表 不同 報紙 風格 常見 詞彙 為 解釋 變數 使用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 使用 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
163,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，希望瞭解報紙報導風格的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 瞭解四大報頭條標題及內文的用字風格差異。
- 利用常見詞彙為解釋變數，區隔《自由時報》或《蘋果日報》。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字，並使用Jaccard指標和Yue指標進行群聚分析。
- 以能夠代表兩報的常見詞彙為解釋變數進行統計及機器學習模型分析。

研究結果：
- 四大報頭條標題及內文的用字風格有差異，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 利用常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,344,14,135,研究動機 媒體 同一 主題 報導 經常 明顯 差異 希望 瞭解 報紙 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 瞭解 四大報 頭條 標題 內文 用字 風格 差異 利用 常見 詞彙 為 解釋 變數 區隔 自由時報 蘋果日報 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 使用 Jaccard 指標 Yue 指標 進行 羣聚 分析 能夠 代表 兩報 常見 詞彙 為 解釋 變數 進行 統計 機器 學習 模型 分析 研究結果 四大報 頭條 標題 內文 用字 風格 差異 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 利用 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
164,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，而報紙為傳統媒體之一，其報導風格往往代表其立場與特色，因此本文欲透過分析臺灣四大報頭條新聞的報導風格，探討不同報紙的特色。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，分析其用字風格是否相同。
- 採用常用詞彙、句長、標點、虛字等因素進行分析，並以統計及機器學習模型進行區隔分析。
- 以Jaccard及Yue指標分析四大報頭條標題的相似度，了解同一時期報導的分布情況，並探討不同報紙對新聞類型的偏好。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等因素，並以統計及機器學習模型進行區隔分析。
- 以Jaccard及Yue指標分析四大報頭條標題的相似度，進行分群分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,436,13,172,研究動機 媒體 同一 主題 報導 經常 明顯 差異 報紙 為 傳統媒體 報導 風格 往往 代表 立場 特色 本文 欲 透過 分析 臺灣 四大報 頭條新聞 報導 風格 探討 不同 報紙 特色 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 用字 風格 是否 相同 採用 常用 詞彙 句長 標點 虛字 因素 進行 分析 統計 機器 學習 模型 進行 區隔 分析 Jaccard Yue 指標 分析 四大報 頭條 標題 相似 度 瞭解 同一 時期 報導 分佈 情況 探討 不同 報紙 新聞 類型 偏好 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 因素 統計 機器 學習 模型 進行 區隔 分析 Jaccard Yue 指標 分析 四大報 頭條 標題 相似 度 進行 分 羣 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
165,"研究動機：
- 媒體對同一主題報導的風格存在明顯差異，想要探討四大報的報導風格差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點及虛字等因素對報導風格的影響。
- 確認報導風格差異是否與報紙內容及立場有關。
- 探討報導風格差異與報紙讀者群的相關性。

研究方法：
- 選擇特定的時間段，在四大報的頭版頭條新聞中比較報導風格。
- 以標題和內文的用字風格作為研究分析對象。
- 使用Jaccard和Yue指標將報導分群進行比較。
- 以常用詞彙為解釋變數，使用統計及機器學習模型進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 使用Jaccard指標將同期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向報導政治新聞，《蘋果日報》傾向報導社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,334,17,132,研究動機 媒體 同一 主題 報導 風格 存在 明顯 差異 想要 探討 四大報 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 因素 報導 風格 影響 確認 報導 風格 差異 是否 報紙 內容 立場 探討 報導 風格 差異 報紙 讀者羣 相關 性 研究方法 選擇 特定 時間段 四大報 頭版頭條 新聞 中 比較 報導 風格 標題 內文 用字 風格 作為 研究 分析 對象 使用 Jaccard Yue 指標 報導 分 羣 進行 比較 常用 詞彙 為 解釋 變數 使用 統計 機器 學習 模型 進行 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 使用 Jaccard 指標 同期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 報導 政治 新聞 蘋果日報 傾向 報導 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
166,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想了解臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異。

研究目的：
- 比較臺灣四大報的報導風格，探討標題及內文用字風格的相異點。
- 避免報紙立場及題材造成的干擾，選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等文本特徵，找出統計及機器學習模型準確區隔報紙的方法。

研究方法：
- 文字分析：分析常用詞彙、句長、標點、虛字等文本特徵。
- Jaccard指標及Yue指標：為了分析頭條標題的相似性及不同性。
- 統計及機器學習模型：以能夠代表兩報的常見詞彙為解釋變數，準確區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,365,14,147,研究動機 媒體 同一 主題 報導 經常 明顯 差異 想 了解 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 差異 研究目的 比較 臺灣 四大報 報導 風格 探討 標題 內文 用字 風格 相異 點 避免 報紙 立場 題材 造成 幹擾 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 文本 特徵 找出 統計 機器 學習 模型 準確 區隔 報紙 方法 研究方法 文字 分析 分析 常用 詞彙 句長 標點 虛字 文本 特徵 Jaccard 指標 Yue 指標 為 分析 頭條 標題 相似性 不同 性 統計 機器 學習 模型 能夠 代表 兩報 常見 詞彙 為 解釋 變數 準確 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
167,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，此現象值得探討。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析四大報頭條標題及內文的用字風格。
- 探討四大報報導風格的差異性。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等因素。
- 採用Jaccard指標和Yue指標進行分類結果分析。
- 使用統計及機器學習模型進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",point,302,16,119,研究動機 媒體 同一 主題 報導 經常 明顯 差異 現象 值得 探討 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 四大報 頭條 標題 內文 用字 風格 探討 四大報 報導 風格 差異 性 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 分析 常用 詞彙 句長 標點 虛字 因素 採用 Jaccard 指標 Yue 指標 進行 分類 分析 使用 統計 機器 學習 模型 進行 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
168,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，希望能研究出報紙報導風格的差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等變數的使用情況，了解報紙報導風格的相似與差異
- 利用統計及機器學習模型準確區隔出《自由時報》或《蘋果日報》

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》
- 分析常用詞彙、句長、標點、虛字等變數的使用情況，用Jaccard指標和Yue指標區隔出四大報的標題風格
- 以能夠代表兩報的常見詞彙為解釋變數，利用統計及機器學習模型區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔出《自由時報》或《蘋果日報》",point,382,14,149,研究動機 媒體 同一 主題 報導 經常 明顯 差異 希望 研究 出 報紙 報導 風格 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 常用 詞彙 句長 標點 虛字 變數 使用 情況 瞭解 報紙 報導 風格 相似 差異 利用 統計 機器 學習 模型 準確 區隔 出 自由時報 蘋果日報 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 變數 使用 情況 Jaccard 指標 Yue 指標 區隔 出 四大報 標題 風格 能夠 代表 兩報 常見 詞彙 為 解釋 變數 利用 統計 機器 學習 模型 區隔 自由時報 蘋果日報 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 出 自由時報 蘋果日報 
169,"研究動機：
同一主題的報導經常有明顯差異，想進一步研究導致這種差異的原因。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，並找出其差異。避免報紙立場及題材造成的干擾，本文選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。主要目的是想研究四大報報導相同主題時的用字風格是否不完全相同，以及是否能用統計及機器學習模型區隔出不同的報紙。

研究方法：
選取每日頭版頭條新聞資料，期間為2012年至2018年，總共的樣本數是N=21916。本文分別從頭條標題和內文入手，分析常用詞彙、句長、標點、虛字，以Jaccard指標和Yue指標區分欄目，並使用機器學習模型進行分類。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",none,424,12,167,研究動機 同一 主題 報導 經常 明顯 差異 想 進一步 研究 導致 這種 差異 原因 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 找出 差異 避免 報紙 立場 題材 造成 幹擾 本文 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 主要 目的 想 研究 四大報 報導 相同 主題 時 用字 風格 是否 完全 相同 是否 統計 機器 學習 模型 區隔 出 不同 報紙 研究方法 選取 每日 頭版頭條 新聞資料 期間 為 2012 年 2018 年 總共 樣本數 N = 21916 本文 從頭 條 標題 內文 入手 分析 常用 詞彙 句長 標點 虛字 Jaccard 指標 Yue 指標 區分 欄目 使用 機器 學習 模型 進行 分類 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
170,"研究動機：
媒體報導中存在明顯差異，需要透過對報紙報導風格的比較研究來了解其差異原因及分析其影響。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，分析其標題和內容中的用字風格，了解不同報社的偏好及風格特點。

研究方法：
1. 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
2. 分析常用詞彙、句長、標點、虛字等因素，並使用Jaccard指標及Yue指標將同一時期的報導及報社分類。
3. 使用統計及機器學習模型將能夠代表兩報的常見詞彙作為解釋變數，進行區分《自由時報》或《蘋果日報》的實驗分析。

研究結果：
1. 四大報頭條標題及內文的用字風格不完全相同。
2. Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3. 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
4. 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。",num,355,13,137,研究動機 媒體 報導 中 存在 明顯 差異 需要 透過 報紙 報導 風格 比較 研究 瞭解 差異 原因 分析 影響 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 分析 標題 內容 中 用字 風格 瞭解 不同 報社 偏好 風格 特點 研究方法 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 頭條 標題 涵蓋 四大報 頭條 內文 僅有 蘋果日報 自由時報 分析 常用 詞彙 句長 標點 虛字 因素 使用 Jaccard 指標 Yue 指標 同一 時期 報導 報社 分類 使用 統計 機器 學習 模型 能夠 代表 兩報 常見 詞彙 作為 解釋 變數 進行 區分 自由時報 蘋果日報 實驗 分析 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 統計 機器 學習 模型 準確 地區 隔 自由時報 蘋果日報 
171,"研究動機：
媒體對同一主題的報導經常存在差異，本研究希望針對臺灣四大報的報導風格進行比較分析，探討其差異所在。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，並探討各報報導常用詞彙、句長、標點、虛字等差異。

研究方法：
本文選取每天頭版頭條新聞，資料期間為2012年至2018年，應用常用詞彙、句長、標點、虛字等分析方法，比較頭條標題及內文在四大報之間的差異。

研究結果：
四大報的頭條標題及內文用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群，內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型皆能準確地區隔《自由時報》或《蘋果日報》。",none,298,8,117,研究動機 媒體 同一 主題 報導 經常 存在 差異 研究 希望 臺灣 四大報 報導 風格 進行 比較 分析 探討 差異 研究目的 比較 臺灣 四大報 蘋果日報 自由時報 聯合報 中國時報 報導 風格 探討 各報 報導 常用 詞彙 句長 標點 虛字 差異 研究方法 本文 選取 每天 頭版頭條 新聞 資料 期間 為 2012 年 2018 年 應用 常用 詞彙 句長 標點 虛字 分析方法 比較 頭條 標題 內文 四大報 之間 差異 研究結果 四大報 頭條 標題 內文 用字 風格 完全 相同 標題 Jaccard 指標 將同 時期 報導 放在 一羣 Yue 指標 四大報 分成 三 羣 內文 分析 發現 自由時報 傾向 政治 新聞 蘋果日報 傾向 社會 新聞 能夠 代表 兩報 常見 詞彙 為 解釋 變數 統計 機器 學習 模型 皆 準確 地區 隔 自由時報 蘋果日報 
