id,response
62,"研究動機
- 媒體對同一主題的報導經常有明顯差異，因此想探究報紙報導風格的差異。

研究目的
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等細節，以此來區分四大報的風格。
- 研究方法包括Jaccard指標、Yue指標、統計及機器學習模型。

研究方法
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等細節。
- 使用Jaccard指標、Yue指標、統計及機器學習模型來分析報導風格的差異。

研究結果
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
63,"研究動機：媒體對同一主題的報導經常有明顯差異，希望探討臺灣四大報的報導風格是否有顯著差異。

研究目的：研究四大報的報導風格差異，包括常用詞彙、句長、標點、虛字等項目，並以統計及機器學習模型區隔報紙風格。

研究方法：選取每天頭版頭條新聞作為資料，資料期間為2012年至2018年，分析常用詞彙、句長、標點、虛字等項目，並以統計及機器學習模型進行分析。

研究結果：四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群；內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
64,"研究動機：
- 媒體對同一主題報導的風格有明顯差異，因此本文希望比較臺灣四大報的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等特徵，探討不同報紙的用字風格是否相同。
- 將標題與內文的報導風格都納入比較，藉此瞭解報紙用字特徵與報導類型的關係。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析四大報頭條標題及內文的用字風格，包括常用詞彙、句長、標點、虛字等。
- 使用Jaccard指標與Yue指標進行分群分析，探討報導風格的相似與差異。
- 以統計及機器學習模型區隔《自由時報》或《蘋果日報》，以常見詞彙為解釋變數進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格有所不同，以Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》，以常見詞彙為解釋變數進行分析。"
65,"研究動機：
媒體對同一主題的報導經常有明顯差異，因此本研究想要比較臺灣四大報在報導風格上的差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》在報導風格上的差異，並了解每報報導的偏好，區隔報紙的立場。

研究方法：
1.選取每天頭版頭條新聞作為分析對象，資料期間為2012年至2018年。
2.分析常用詞彙、句長、標點、虛字等詞彙使用情況，以及報導偏好，進行文本分析。
3.使用Jaccard指標和Yue指標進行比較分析，區分四大報在報導風格上的不同。

研究結果：
1.四大報頭條標題及內文的用字風格不完全相同。
2.使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3.《自由時報》偏向政治新聞，《蘋果日報》偏向社會新聞。
4.以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
66,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，探討報紙報導風格。
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。

研究目的：
- 比較四大報頭條標題及內文的用字風格。
- 探討四大報報導風格的異同。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 分析常用詞彙、句長、標點、虛字等，將《自由時報》或《蘋果日報》區隔出來。
- 統計及機器學習模型進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
67,"研究動機：
- 媒體對同一主題的報導經常有明顯差異。
- 想要研究臺灣四大報的報導風格差異，探討它們在用字上的差異，避免報紙立場及題材造成的干擾。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等詞彙特徵，找出四大報的用字風格差異。
- 藉由統計及機器學習模型進一步區隔《自由時報》或《蘋果日報》。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等詞彙特徵，找出四大報的用字風格差異。
- 使用Jaccard指標和Yue指標將同時期報導分類，分析結果可以區分開四大報的報導風格。
- 以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型區隔《自由時報》或《蘋果日報》。

研究結果：
- 發現四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
68,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，研究其報導風格可瞭解媒體間的差異與特色。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 瞭解四大報頭條標題及內文的用字風格是否相同。
- 探討不同報紙的報導風格是否會受報紙立場及題材影響。

研究方法：
- 選取每天頭版頭條新聞作為研究對象，資料期間為2012年至2018年。
- 以常用詞彙、句長、標點、虛字等指標分析四大報的報導風格。
- 用Jaccard指標及Yue指標將四大報分群，並以常見詞彙為解釋變數進行統計及機器學習模型分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
69,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，研究四大報報導風格，揭示其異同之處。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》報導風格的異同。
- 避免報紙立場及題材造成的干擾，本文選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字，探討四大報頭條標題及內文的用字風格異同。
- 以能夠代表兩報的常見詞彙為解釋變數，建立統計及機器學習模型，區隔《自由時報》或《蘋果日報》。

研究方法：
- 文字分析，分析四大報頭條標題及內文的常用詞彙、句長、標點、虛字。
- 使用Jaccard指標及Yue指標，分析四大報頭條標題的差異程度。
- 建立統計及機器學習模型，以能夠代表兩報的常見詞彙為解釋變數，區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
70,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，本研究希望比較四大報對同一主題的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 針對報紙報導風格比較研究，分析各報章標題常用詞彙、句長、標點、虛字等變數，以及透過統計及機器學習模型準確區隔報紙風格。
- 避免報紙立場及題材造成的干擾，本研究選取每天頭版頭條新聞，資料期間為2012年至2018年。

研究方法：
- 文字分析，用於分析常用詞彙、句長、標點、虛字等變數，並將四大報進行風格比較。
- 使用Jaccard指標以及Yue指標將同時期報導放在同一群，或將四大報分成三群。
- 統計及機器學習模型，用於區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 透過統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》的風格。"
71,"研究動機：
- 媒體對同一主題的報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等文本特徵
- 探討報紙標題和內文在用字風格上的差異及共同點

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字等文本特徵
- 使用Jaccard指標和Yue指標進行文本聚類分析

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同
- Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
72,"研究動機：
- 媒體對同一主題的報導常有明顯差異，研究不同報章對同一主題的報導風格差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等特徵來比較不同報章的報導風格。
- 瞭解報紙頭條的風格特徵及其對整份報紙風格的影響。
- 建立統計及機器學習模型來準確區分不同報章的風格。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 比較四大報的報導風格，避免報紙立場及題材的干擾。
- 分析常用詞彙、句長、標點、虛字等特徵，使用Jaccard指標及Yue指標來比較不同報章的報導風格差異。
- 建立統計及機器學習模型來區分不同報章的風格差異，以常見詞彙作為解釋變數。

研究結果：
- 四大報的頭條標題及內文的用字風格不完全相同。
- 使用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》則傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
73,"研究動機:
- 媒體對同一主題的報導經常有明顯差異，想探討各報紙的報導風格差異

研究目的:
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，並分析其用字風格差異
- 探討各報紙的常用詞彙、句長、標點、虛字等方面的差異
- 分析不同報紙在新聞類型偏好方面的分布情況，並找出能夠代表報紙特色的常見詞彙

研究方法:
- 選取每天頭版頭條新聞作為研究對象，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字等方面的差異
- 使用Jaccard指標和Yue指標將四大報分群，並進行機器學習分析

研究結果:
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
74,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，而報紙報導風格是一個值得深入研究的課題。
- 本研究希望透過比較臺灣四大報的報導風格，了解各報之間的差異與異同，並探討可能的原因。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 了解四大報頭條標題及內文的用字風格在常用詞彙、句長、標點、虛字等方面的差異。
- 探討可能的影響因素，例如各報立場、題材等。

研究方法：
- 選取每天頭版頭條新聞作為研究對象，資料期間為2012年至2018年。
- 避免報紙立場及題材造成的干擾，頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等指標，使用Jaccard指標及Yue指標進行分群，並以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格存在相當大的差異。
- 頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
75,"研究動機：
- 媒體對同一主題報導有明顯差異，想探究不同媒體的報導風格。

研究目的：
- 比較臺灣四大報（《蘋果日報》、《自由時報》、《聯合報》、《中國時報》）的報導風格。
- 探討四大報在報導風格上的異同。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等變數。
- 使用 Jaccard 及 Yue 指標將不同報紙分群。
- 採用統計及機器學習模型檢測報紙間的差異。

研究結果：
- 四大報的頭條標題以及內文的用字風格不完全相同。
- 使用 Jaccard 指標，可將同時期報導放在同一群，使用 Yue 指標，可將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》。"
76,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，因此本研究欲探討臺灣四大報在報導風格上的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討四大報在標題及內文上用字風格的相似性及差異性。
- 分析各報頭條新聞的常用詞彙、句長、標點、虛字，以區分每份報紙的報導風格。
- 區分各報對於政治與社會新聞的報導傾向。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等特徵，運用Jaccard指標及Yue指標進行相似性及差異性的比較。
- 以能夠代表各報的常見詞彙為解釋變數，進行統計及機器學習 模型的區分。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 在頭條內文的分析中，發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 以常見詞彙為解釋變數進行的統計及機器學習 模型結果，都能夠準確地區隔出《自由時報》或《蘋果日報》。"
77,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想了解不同報紙的報導風格

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 分析常用詞彙、句長、標點、虛字等因素

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 以常用詞彙、句長、標點、虛字等因素為解釋變數進行分析
- 使用Jaccard指標和Yue指標進行相似度分析
- 使用統計及機器學習模型進行區隔分析

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
78,"研究動機：
- 報導同一主題的報導經常有明顯差異，想探討四大報之間報導風格的差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格差異
- 研究報紙報導風格的常見詞彙、句長、標點、虛字等因素

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字等因素，並使用Jaccard指標和Yue指標將四大報分群
- 使用統計和機器學習模型分析常見詞彙區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計和機器學習模型能夠準確地區隔《自由時報》或《蘋果日報》"
79,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想進一步研究報紙報導風格的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討此四大報頭條標題及內文的常用詞彙、句長、標點、虛字的用字風格。
- 探討不同報紙對於政治和社會新聞的報導偏好。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等詞彙使用情況。
- 使用Jaccard指標和Yue指標將報導分群。
- 以能夠代表兩報的常見詞彙為解釋變數，使用統計及機器學習模型進行分類。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用統計及機器學習模型皆能準確地區隔《自由時報》或《蘋果日報》。"
80,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想探討不同媒體的報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 分析常用詞彙、句長、標點、虛字等方面，探討四大報頭條及內文的用字風格相異之處。
- 利用統計及機器學習模型進行分析，區隔不同報紙的風格。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字等項目。
- 利用統計及機器學習模型進行分析，區隔不同報紙的風格。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 能夠代表不同報紙的常見詞彙被用作統計及機器學習模型的解釋變數，準確地區隔出《自由時報》或《蘋果日報》的風格。"
81,"研究動機：

- 媒體對同一主題的報導風格存在明顯差異，有研究表明這些差異與報紙的政治傾向有關，但這種關係還需要更進一步的探究和驗證。

研究目的：

- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，特別是針對標題和內文的用字風格進行分析。
- 研究報導風格的差異是否與報紙的政治傾向有關。

研究方法：

- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 針對四大報的標題和內文使用常見詞彙、句長、標點、虛字等因素進行分析。
- 使用Jaccard指標和Yue指標對報導進行分群，使用統計和機器學習模型進行分類。

研究結果：

- 四大報頭條標題及內文的用字風格存在差異，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，而《蘋果日報》則傾向社會新聞。
- 統計和機器學習模型都能夠準確地區隔《自由時報》或《蘋果日報》。"
82,"研究動機：
- 媒體對同一主題報導的風格常有差異。
- 想了解臺灣四大報對同一主題的報導風格差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討報紙頭條標題以及內文的用字風格。
- 評估常用詞彙、句長、標點、虛字在報導風格分析中的應用。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 針對報紙標題、常用詞彙、句長、標點、虛字等方面進行 texto mining 與統計分析。
- 以Jaccard指標和Yue指標等分群演算法進行分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，用Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 《自由時報》傾向政治新聞，而《蘋果日報》傾向社會新聞。
- 常用詞彙、句長、標點、虛字等在此研究中有助於分析報導風格。"
83,"研究動機：
- 媒體對同一主題的報導風格常有明顯差異，想了解臺灣四大報的報導風格之異同。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 避免報紙立場及題材造成的干擾，本文選取每天頭版頭條新聞，資料期間為2012年至2018年，其中頭條標題涵蓋四大報，但頭條內文僅有《蘋果日報》、《自由時報》。
- 分析常用詞彙、句長、標點、虛字，探討不同報紙的用字風格差異。

研究方法：
- 蒐集頭版頭條新聞資料，並挑選常用詞彙、句長、標點、虛字進行分析研究。
- 使用Jaccard指標及Yue指標，將同期報導分別放在同一群與分成三群，探討不同報紙頭條標題的異同。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型進行分析比較。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
84,"研究動機：
- 媒體對同一主題的報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 探討不同報社標題及內文的詞彙使用差異
- 分析能否透過用字風格區隔不同報社

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字
- 使用Jaccard指標和Yue指標分析四大報的標題風格
- 使用統計及機器學習模型區隔《自由時報》或《蘋果日報》

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 能夠代表兩報的常見詞彙為解釋變數時，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
85,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，想探討不同報紙在報導風格上的差異。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 探討不同報紙在頭條標題及內文中常用詞彙、句長、標點、虛字等方面的差異
- 分析不同報紙在報導類別上的傾向

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字及標題風格等指標，應用Jaccard指標及Yue指標進行分群分析
- 以能夠代表兩報的常見詞彙為解釋變數，採用統計及機器學習模型進行區隔

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 不同報紙在報導類別上有明顯的傾向，《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
86,"研究動機：
- 媒體對同一主題的報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格
- 探討四大報頭條標題及內文的用字風格差異
- 瞭解不同報紙偏好的新聞類型

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字
- 使用Jaccard指標與Yue指標進行分析
- 統計及機器學習模型進行分析

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 《自由時報》偏好政治新聞，而《蘋果日報》偏好社會新聞
- 使用常見詞彙為解釋變數的統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
87,"研究動機：
- 媒體對同一主題報導經常有明顯差異

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年
- 分析常用詞彙、句長、標點、虛字
- 使用Jaccard指標、Yue指標進行分析
- 使用統計及機器學習模型進行區隔

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》"
88,"研究動機：

1. 媒體對同一主題的報導經常有明顯差異。

研究目的：

1. 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
2. 分析常用詞彙、句長、標點、虛字等方面的差異。
3. 從頭條標題及內文分析，深入探討四大報新聞報導風格的差異。

研究方法：

1. 選取每天頭版頭條新聞作為研究樣本。
2. 資料期間為2012年至2018年。
3. 比較臺灣四大報的報導風格，避免報紙立場及題材造成的干擾。
4. 分析常用詞彙、句長、標點、虛字等多個方面的差異。
5. 利用統計及機器學習模型進行分析。

研究結果：

1. 四大報頭條標題及內文的用字風格不完全相同。
2. 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
3. 《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
4. 利用可表示《自由時報》或《蘋果日報》的常見詞彙作為解釋變數，統計及機器學習模型能夠準確區隔這兩份報紙。"
89,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，欲探討此現象。

研究目的：
- 比較臺灣四大報的報導風格差異。
- 探討不同媒體對同一主題報導標題及內文的用字風格差異。

研究方法：
- 選取每天頭版頭條新聞，範圍為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等變項。
- 使用Jaccard指標和Yue指標進行群聚分析，並進行統計及機器學習分析。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
90,"研究動機：
- 媒體對同一主題的報導經常有明顯差異，因此有必要探討報紙報導風格。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 避免報紙立場及題材造成的干擾，選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等變數。

研究方法：
- 文字分析方法，包括Jaccard指標及Yue指標。
- 分析頭條標題及內文的用字風格，使用統計及機器學習模型。

研究結果：
- 四大報頭條標題及內文的用字風格不完全相同。
- 頭條標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。
- 內文分析發現，《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞。
- 使用能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
91,"研究動機：
媒體對同一主題的報導經常有明顯差異，想探討報紙報導風格之差異。

研究目的：
比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格，研究其標題及內文用字風格之異同。

研究方法：
選取每天頭版頭條新聞，資料期間為2012年至2018年。藉由分析常用詞彙、句長、標點、虛字等，進行統計及機器學習分析。

研究結果：
四大報頭條標題及內文的用字風格不完全相同，其中標題的Jaccard指標將同時期報導放在同一群，Yue指標將四大報分成三群。內文分析發現《自由時報》傾向政治新聞，《蘋果日報》傾向社會新聞，以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習模型都能準確地區隔《自由時報》或《蘋果日報》。"
92,"研究動機：
- 媒體對同一主題的報導有明顯差異，希望探討這種差異對報導風格的影響。

研究目的：
- 比較臺灣四大報《蘋果日報》、《自由時報》、《聯合報》、《中國時報》的報導風格。
- 探討四大報的頭條標題及內文的用字風格是否完全相同。
- 比較四大報在語言使用上的異同，並找出常見詞彙代表性的特徵。

研究方法：
- 選取每天頭版頭條新聞，資料期間為2012年至2018年。
- 分析常用詞彙、句長、標點、虛字等語言使用特徵，使用Jaccard及Yue指標將報紙分群。
- 以能夠代表兩報的常見詞彙為解釋變數，統計及機器學習 模型進行區隔《自由時報》或《蘋果日報》。

研究結果：
- 四大報頭條標題及內文的用字風格存在差異。
- 常用詞彙代表性的特徵可以用來區隔《自由時報》或《蘋果日報》。"
